ticker	avg_revenue_growth	avg_earnings_growth	current_ratio	de_ratio	roa	inventory_turnover	pe_ratio	pb_ratio	pcf_ratio	avg_annual_return
ASML	0.1829354711184556	0.1987327038404485	1.2694988346300655	0.3774942406521354	0.16472982022356153	1.7223985976136813	39.592126245847176	21.01301408825093	27.943733448171717	0.3663999616785888
AZN	0.19662422329177748	0.12157607135513249	0.8592781348647929	0.7892647892647893	0.034078542333882654	1.8112848998684403	23.168384879725085	5.6794664794664795	21.446818923327896	0.15250309499323444
FERG	N/A	N/A	1.671946951556456	0.7554099662497519	0.11810679004626735	5.031952375167052	N/A	7.5214797456343065	13.913218317576204	0.2372046488320266
IHG	0.034346845790836446	0.936231025596556	1.0867875647668395	-1.7479876160990713	0.08894686907020873	700.5	19.255213251997244	-8.501597523219814	21.253993808049536	0.09256101754315865
SMIN	N/A	N/A	N/A	N/A	N/A	N/A	16.340386431506673	N/A	N/A	0.1798076532681657
ATVI	0.01593736777559658	-0.021842428882365938	4.070042194092827	0.1876526529127475	0.05525325932147683	N/A	56.095238095238095	3.8444317414124614	33.3236036036036	0.07372104675718037
ADBE	0.18276469970845688	0.1259136062510009	1.106791338582677	0.2582734324959078	0.17507822565801584	N/A	44.63389830508474	17.317355348373777	33.655070539419086	0.2677067849909287
AMD	0.4065778584933015	0.4745662288196799	2.358140995446695	0.045059360730593606	0.01953240603728914	4.539993014320642	57.04255319148936	3.1574589954337897	48.491130434782605	0.5161564316424727
AEHR	0.5358416235198719	N/A	5.459283787098356	0.08333333333333333	0.1483243838073016	1.6537898816704741	214.66666666666669	14.586599999999999	110.15352712016782	2.635629716507935
GOOG	0.20349293830212212	0.19034290256842062	2.377994227994228	0.05977887438315947	0.16418809409084936	65.73072916666666	33.348557692307686	6.959139273221312	19.48239543144434	0.250157645109709
AMGN	0.26985857777513794	0.00022722288307837764	1.414292088990884	10.625512155148867	0.10061270557884554	1.4210292812777285	19.187230989956962	39.01365200764818	14.692827898364367	0.09594507912469133
AAPL	0.11063078192445505	0.1816324294340304	0.9880116717592975	1.7875325845589418	0.27509834563776475	37.977653631284916	28.964346405228756	44.354130643481476	24.9353808289064	0.31984952712855214
ARCB	0.16083799053299322	0.3041670071838992	1.2879917238148528	0.2298269673206815	0.1195568591572899	118.1286219257194	18.167348066298345	2.0921236024524905	5.116346638490376	0.32604922711209844
BECN	0.08129745499694571	0.2930178679359069	1.7320504105004444	2.0859004400754415	0.06995269342285976	4.708985859814505	10.051655629139074	2.741183059953135	11.957736225380204	0.18799057024166893
AVGO	0.12492949964599324	0.09991946199852673	2.6239364719228586	3.552512219824739	0.15693047004054664	6.895096213531968	27.10035267714011	15.55853097890704	21.111297801147227	0.35936384339040817
CASY	0.14573233878107583	0.0491797018016517	0.9933450182014292	0.5938362800892709	0.07515912957008515	31.944724997539765	59.571725663716826	3.771107933923912	11.376662265955366	0.18553136480972904
CSCO	0.02784688173139551	-0.15198222577338238	1.3845220224216679	0.18918675174170857	0.12383654714684052	6.839987121699935	N/A	4.899954907221609	10.928678467263401	0.0854232051569784
COST	0.12322285074028148	0.18272733061602695	1.0683679242473871	0.5164817623114375	0.09119633591326783	12.303142542971237	39.218393234672305	9.833916898276	22.264030505692087	0.2262349235048556
FTNT	0.24625258112656906	0.26547355610255396	1.237785862785863	-3.5170454545454546	0.13765253692999357	4.926884650317893	53.035398230088504	-166.31851917613636	27.063038830463423	0.39297917463181936
ROCK	0.13939198028074565	0.09411471458902446	1.968869589448263	0.10796996468795121	0.06806964736046944	6.1821927650353325	19.95705521472393	2.6954704968623	21.57875178934863	0.14971400281419972
LULU	0.2587005314391685	0.13657576637651764	2.1173148603603544	0.0	0.15245125857895023	2.9978507345947216	74.03629032258065	14.251821122910673	46.43335554490964	0.23559907317404633
MANH	0.0860795359927498	0.09548106854854985	1.3161647047640173	0.06201499118165785	0.22617323011410473	N/A	75.76923076923077	56.72101523148148	71.61568921950676	0.35189290107882776
MAR	0.08107766753905774	-3.370419298626308	0.4514238997138575	0.1619718309859155	0.09502317146886964	N/A	30.337461300309595	107.1679366197183	25.76021498095641	0.1445121724150366
META	0.21130957124507002	0.08423927225267144	2.203396729075705	0.1584800299093968	0.12491452508251358	N/A	32.960292580982234	6.6215886185199615	16.49172402179297	0.3257013336003553
MSFT	0.1425285567832066	0.024407476489355172	1.76916725076573	0.2290578645446919	0.175643726819038	21.103172060237103	109.4515050167224	11.794010949312153	27.770504441551918	0.28443291083204236
NTES	0.10408459737248894	0.32805439447770096	2.3157816135175153	0.262869491080686	0.11772102364431414	44.65928841806626	3.9584313725490197	0.649114780672528	2.4534293628408985	0.24519515081889764
NFLX	0.19223974264635288	0.3482951685345951	1.168390288506809	0.6869964149991619	0.09243637092783322	N/A	38.53636363636363	8.177358107097225	83.85128269107028	0.19588763512384239
NVDA	0.27002023949309645	0.2527779140151622	3.515617857687033	0.4955884349124474	0.10606575688407557	0.2679031427099433	120.74406332453826	51.06062712094476	200.05157241623826	0.9191803647226813
NXPI	0.09800694924237355	0.12965391303329699	2.120795107033639	1.5102698348771648	0.11994319159924255	3.8290138000673175	19.28488372093023	6.93740597664116	13.267454973042362	0.23035644713444645
ORLY	0.11018085939460444	0.1394222953239625	0.7146644654016376	-12.390555002488801	0.17205049200667819	1.7470999038096906	30.86383852206637	-53.03026374227906	17.867691042690385	0.21770089627317266
PCAR	0.07557732781982203	0.17850704538805234	570.9722222222222	1.2294506763068558	0.09050502622049256	11.530181086519114	12.641618497109826	6.944133180426974	30.2061764122894	0.2058678788335114
ROLL	N/A	N/A	N/A	N/A	N/A	N/A	34.395953757225435	N/A	N/A	0.12799511438402586
REGN	0.2258694871802166	0.19318095412658015	5.056537102473499	0.15096187786798446	0.14850160023276113	0.11885509510245337	26.208333333333332	3.9421847864454644	17.816043390695725	0.24703147004608234
SKYW	0.007085088724291401	-0.9369793528665191	1.1694931443878818	2.892100589913832	0.009839163601635864	22.046598798074807	92.39999999999999	0.8961827561486452	4.379707604043499	0.19797930865414676
SFM	0.05720158548929925	0.18127859474162117	1.2898732723304873	1.4722665514849083	0.08505917834274584	14.083811977802934	18.115384615384617	4.256278896739681	11.99484588286937	0.13584750243310878
TSLA	0.412142892413356	1.9912863862598371	1.53195552061103	0.03487383679312813	0.1524933809419709	0.06496020649602065	107.65702479338842	18.439444345025052	55.98457756044552	1.8179477568765718
USLM	0.1343524053275977	0.2389761023082632	12.228229387912725	0.0	0.12352490129754304	9.55803429889033	20.9751792390151	3.7383588200119595	18.64956818047636	0.29388776376968545
VRSK	0.01766832857426021	0.020461148774580225	0.3988875474301483	2.140399016749557	0.13703294019623335	3.0045545636728	55.54861111111111	21.221992571840165	35.05536506696884	0.17615218901249677
WDFC	0.06212101884201328	0.01031105769139221	2.797381868935864	0.5735281523280267	0.15068064644287457	2.7597404300635286	42.003568464730286	13.06518698448363	27.90920785462898	0.0740643813561713
ANF	0.013927612323929589	-0.9663420856186825	1.3611372201285745	0.43136487340269214	0.0038277247429140096	3.0891636814883396	36.919463087248324	3.8958367309931337	-1155.3508706786172	0.6678909457878206
AFL	-0.02539696946378541	0.04524801943869988	1.8503050211168466	0.7273584905660377	0.0318890525133219	N/A	15.489021956087823	2.370599086395233	12.30829224026811	0.1652349225871296
APD	0.09686341254252183	0.09344006124719392	1.812828207051763	0.5816189896530737	0.08296742496120268	19.29242846813346	24.41876629018245	4.743608026305539	9.831435988861383	0.15419942295584343
ANET	0.210275289442904	0.21443329222774593	4.29115962431515	0.00899828483243345	0.19961094605344917	1.7585253912341487	40.086776859504134	12.186858664461647	120.82229527224322	0.2916333984734503
APAM	0.06593290698168282	-0.008155991970121627	3.5455278543108664	0.7590925211939548	0.16746611070072445	-35.327911403356985	17.21428571428571	10.974555525301177	9.205588191036755	0.2083301163517434
AZO	0.10198788094714079	0.29097679306622715	0.7964685962732452	-1.7723650277455036	0.15816622646563422	1.4710890852398237	17.9320436158987	-10.512848726888517	15.550178251543462	0.278211386097093
BLK	0.06760375722486278	0.019987958447692016	7.695517774343122	0.1762929207291225	0.04402013126126433	N/A	23.05334281650071	2.572094730392115	19.588608455189668	0.1392125185060236
BX	0.49567466770573226	0.11183603325286265	47.27389264431201	1.6432980999909743	0.041097302015625115	N/A	36.69003521126761	9.667124172880682	11.680506175104293	0.356412006509291
BBW	0.12650464171636444	-11.78861273947461	1.4575337861217388	0.7263111058874888	0.17089040364110344	3.121213824897747	17.664516129032258	3.4024363813729357	8.57280680345207	0.9667071365032422
CCJ	-0.01430893012192896	-0.9050560507031097	5.922598383499067	0.17083460845290327	0.01035377542355064	2.462898596578454	64.96551724137932	2.628633456784327	50.362752005042566	0.34031589036508714
CAT	0.036488837316947006	0.15072836120153604	1.3886334083917415	1.8638852180479517	0.08182517115555936	2.765936386432625	16.561914893617022	8.598807389088163	17.59511308524337	0.17615499891794076
CMG	0.15618852590931695	0.4120179210134527	1.2754772855469259	0.0	0.12978714988832918	140.1641895640494	52.80411474934802	21.30296049067091	38.12477405551327	0.3706369651924706
DLR	0.11592695652199644	0.8956401808970055	0.03234573359972311	2.8389076269608484	0.00910411035815887	N/A	40.61245674740484	1.943433524040435	20.5931588995461	0.08247932942234637
FICO	0.053185430898053	0.2609144451123072	1.5133700311133351	-2.454250788528903	0.27257041759533696	N/A	44.31861998985286	-31.449716420296806	46.14288389153684	0.38274171807898777
GRMN	0.09976346381825871	0.026259859523662547	3.2643089709359665	0.01846143183642418	0.12592983985606318	1.4974626766628236	27.353092783505154	3.277858561909889	25.7998310073212	0.19349069187033435
HES	0.21225101907640453	0.6643535459226803	1.6406510851419032	1.0542329726288988	0.09661212260889605	15.5	42.58771929824562	5.677661362189688	11.307816937119675	0.29689056163400257
ICE	0.11744815791634917	0.04518509166763011	1.0521280946028384	0.7981150356733903	0.0074406446500427095	0.02951160097440198	25.78604651162791	2.7297595349246895	17.440045019696118	0.11723393513446681
IRM	0.02846090078776944	0.05880882195450059	0.8068283509702936	16.60048094140117	0.03450825667633633	373.37881630564556	45.732283464566926	26.53097625713873	18.20794937094627	0.2116439674014689
JPM	0.043102016635092735	0.1362814976211135	10.664749813293502	1.1628080401735013	0.010277861814098807	N/A	10.514492753623188	1.4564003256571296	3.9745742585349007	0.1445665096629028
KKR	0.738507617510179	0.1738327985746493	54.635942118699376	0.040663625830753856	-0.003054803981698182	N/A	25.632231404958677	2.840033213424007	-10.11783717190992	0.26539153135841775
LCII	0.22518259814617483	0.07775987237268503	3.3011535722762875	0.8102588833663527	0.12164604399503282	3.701384824699898	41.04580152671756	1.9606273968000187	4.493907394682945	0.11549945724675628
MA	0.1118298388752449	0.09042175953521062	1.1718297932397148	2.2229279136233724	0.25609441173432496	2.2803292894280762	43.829295154185026	60.59911559225151	34.09140062527914	0.1580561123295659
MCK	0.06614529842601871	0.04876088256254253	0.9235773713952082	-3.012385568120625	0.05712451861360719	13.770895736201911	32.98444444444445	-32.82724878836834	11.816282419073465	0.30565957518264314
MRK	0.09413515461970764	-0.042900818591917425	1.473740665869054	0.6675219064599596	0.13300659582264565	2.9350977747808495	70.66666666666667	5.72581157182927	4.979121918015428	0.12682939050719658
MCO	0.06509421210488421	0.03145770740557222	1.7237894736842105	2.9333068678046845	0.09575580179803471	-0.9778720824492271	41.076424870466326	23.07513418023025	39.4343710990502	0.1931768849430629
ORCL	0.0641260950180521	-0.07430165437382572	0.9096578605456908	84.32525629077354	0.06327390165495893	44.326797385620914	92.06747899159664	277.0149989748369	17.316463378968834	0.25624117392442775
PSX	0.21527579259052732	-1.3783798000300982	1.3796966454780037	0.5817454397504577	0.1442139138170116	44.95712143928036	8.590873328088119	1.7468882135349564	4.76488680014797	0.09269529513210926
PKX	0.07988405758227479	0.2529820507726826	2.0549023446849453	0.4785399240053476	0.03194990190767443	5.024904232226037	20.28721174004193	0.0005652890210556359	0.004798068562035247	0.2780734106233192
PG	0.04930865700306494	-0.08242532650404746	0.6334041839131894	0.5638797407840221	0.12127055590959124	6.109880688719011	78.24125683060109	7.1863027578880265	20.074984526353276	0.16833210368912815
RBA	0.10597689841568733	0.24275609040502263	1.2111418511066399	0.4734801488833747	0.1116237734399553	0.04280280552934424	30.53271028037383	5.618011986988214	15.646064200624116	0.17404823591550395
CRM	0.2332293156080978	0.11957294789725306	1.0194662237843266	0.1816515019105879	0.002104219567218687	5.176470588235294	54.425196850393704	3.585158073304889	29.422899732808325	0.14142659130534732
SNA	0.047026180138712854	0.0459295336460645	3.4673734046932894	0.26800258853457704	0.13075091785222578	2.5169579182318036	18.550714285714285	3.065775333050677	20.34753998815166	0.12040959632064778
SUN	0.18176850709541567	-0.09958192192259326	1.4103840682788051	2.835456475583864	0.06954612005856516	35.94095940959409	9.25410505836576	4.2821456257301485	7.190340783311586	0.2396149236147279
TSM	0.22513789350804095	0.18472382155204076	2.1741563648048774	0.30152038043976187	0.20474834307414244	4.42019668975513	23.87433155080214	0.15720273073083202	0.28751084036930485	0.26476587520297123
TAL	-0.03511719177488594	-2.2720282576706223	4.424750435342821	0.041023834982857964	-0.027459838953643186	14.346330878485007	128.57142857142856	1.4930141732275273	780.1177616200055	0.3255510201938364
TJX	0.09815457128287144	1.534521613083881	1.2087336244541484	1.058139534883721	0.12339059578821122	6.136830489771667	54.80465838509316	16.01989967494249	24.963428386712536	0.12259325448423242
TREX	0.1351641765438056	0.10005814225456358	0.987071531560673	0.42828287505136503	0.19773483059424551	6.237486006716776	35.31325301204819	12.297775159709	29.481729054944037	0.20073658750930887
UBS	0.026460899249095407	-0.06565669312531808	2.531533821109937	3.398199592095084	0.00690804843330641	N/A	409.83333333333337	1.468876021289296	5.70381597506998	0.1865350902962367
VEEV	0.25876930406820087	0.12171219240681319	3.942492225390667	0.01640792927928461	0.10151456113445133	N/A	98.86792452830188	8.836105194157984	42.073614104321756	0.2595016076555968
V	0.09334341744156505	0.14396820148827144	1.4484726418261162	0.6309547230263343	0.1749336265072923	1.0952335466615724	26.773972602739725	12.458351367302773	23.51745981219163	0.12280579023363207
WMT	0.04433653983216622	-0.04190081342524727	0.8205709451398078	0.5064347463262618	0.04802690822666398	8.201137177571251	47.25377643504532	5.500342534520751	14.626322596303872	0.13734418364414674
WSM	0.11315539245674701	0.20786728003475638	1.2442046844054604	0.8486859006578874	0.24188293585096	3.6978303382614954	28.254040219378428	6.016987033075434	9.721683066653242	0.2885580158813149
CRH	0.01945963327468536	-0.08150838094302401	1.6650916863539207	0.5050481766631322	0.05939629990262902	5.597437540038437	N/A	1.9840320962611222	10.88407693474962	0.19903529111836352
NVO	0.12434753154184348	0.8607223181339781	0.8946088969737059	0.3088422010876075	0.23014876252295272	1.2928264673135041	2.953510740621994	2.5072979421699446	2.6534698492780815	0.3778587808124769
TXT	-0.016899816901281957	0.09565272663816636	1.5021798365122616	0.44734992267678897	0.05284477996685693	3.0777999430037046	19.225	2.2292675383101366	10.65643817204301	0.10359024640651815
BYD	0.977029558239923	-6.757820032077129	0.815902165716372	1.917113713163065	0.10130948085817319	74.06970636253934	12.645161290322578	3.8007621331237718	6.1935448611889425	0.2093229487762162
CNQ	0.29943050589986814	-2.2049916835225307	0.8157438446422379	0.29980353634577606	0.14363951564182711	19.785905441570026	11.33210332103321	1.8489262197773413	3.639975165798566	0.31975785580507277
SHOP	0.5288157707872447	2.405576923076923	7.068243521088588	0.16951411774087502	-0.3216853607428212	N/A	137.56410256410257	8.245685372839711	-497.88407683329916	0.8046740020118273
